id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
882,2025-11-27,80+,Femenino,Soledad,Tecnico/Tecnologo,Smartphone,Tablet,Datos moviles,1,Incomodo,Nunca,"Ninguna, Banca, WhatsApp",Mensajes,"No sabe descargar apps, No entiende botones",Ninguno,Tal vez,No me interesa,"WhatsApp, Banca",Correo,"Miercoles, Martes",Noche,3 veces o mas,1.5 horas,0-10,Alcaldia,Grupo grande,Memoria,Solo si es gratis,Familia,Si
883,2025-12-11,40-49,Femenino,Soledad,Profesional,Smartphone,Celular,Datos moviles,1,Incomodo,Todos los dias,"WhatsApp, Banca, Correo","Tramites, Mensajes",No entiende botones,No entender,No,Muy util,"Salud, Google Maps, Correo",Mapas,"Martes, Jueves, Viernes","Noche, Tarde",Depende,45 min,40+,Universidad,Individual,Memoria,No,Empresa privada,No
884,2025-12-02,60-69,Masculino,Soledad,Profesional,Celular basico,Ninguno,Datos moviles,3,Muy incomodo,Rara vez,"WhatsApp, Correo, Google Maps","Mapas, Tramites","No entiende botones, Ninguna",Perder dinero,Tal vez,Poco util,Google Maps,WhatsApp,Jueves,Tarde,2 veces,30 min,11-20,Biblioteca,Indiferente,Motricidad,No,Universidad,No
885,2025-11-14,70-79,Femenino,Soledad,Primaria,No tiene,Celular,Datos moviles,3,Muy incomodo,Todos los dias,Google Maps,Mapas,"Miedo a danar celular, Ninguna",Dañar celular,Tal vez,No me interesa,"Gobierno, Google Maps, WhatsApp",Banca,"Sabado, Viernes",Tarde,1 vez,30 min,21-40,Biblioteca,Indiferente,Memoria,Solo si es gratis,Universidad,Si
886,2025-12-10,70-79,Masculino,Soledad,Bachillerato,Celular basico,Tablet,WiFi,5,Neutral,Todos los dias,Banca,Mapas,Miedo a danar celular,No entender,No,Util,Redes sociales,Correo,Lunes,Manana,2 veces,1.5 horas,0-10,Barrio,Grupo grande,Audicion,Solo si es gratis,Universidad,No
887,2025-11-15,40-49,Femenino,Galapa,Primaria,Celular basico,Tablet,WiFi,2,Incomodo,Nunca,"Ninguna, Banca, YouTube","Videos, Mapas",Miedo a danar celular,Dañar celular,No,No me interesa,"WhatsApp, Google Maps, Salud",Banca,"Lunes, Viernes","Noche, Manana",Depende,1.5 horas,40+,Barrio,Indiferente,Motricidad,No,Empresa privada,No
888,2025-12-05,50-59,Femenino,Malambo,Profesional,No tiene,Tablet,Datos moviles,5,Incomodo,Todos los dias,"WhatsApp, Google Maps",No lo usa,No sabe descargar apps,Perder dinero,No,No me interesa,"Redes sociales, Correo, Banca",Mapas,"Martes, Viernes, Sabado",Manana,Depende,1.5 horas,11-20,Biblioteca,Individual,Motricidad,Si,Universidad,Si
889,2025-12-11,80+,Prefiero no decirlo,Malambo,Ninguno,No tiene,Ninguno,Datos moviles,3,Muy incomodo,Nunca,Google Maps,Mapas,"No sabe descargar apps, Ninguna",Estafas,Tal vez,No me interesa,Correo,Salud,"Jueves, Lunes","Noche, Tarde",2 veces,45 min,21-40,Barrio,Individual,Audicion,Solo si es gratis,Empresa privada,Si
890,2025-12-05,50-59,Masculino,Galapa,Bachillerato,Smartphone,Celular,Datos moviles,3,Muy comodo,Todos los dias,Ninguna,"Videos, Mensajes","Miedo a danar celular, Olvida contrasenas",Ninguno,Tal vez,Poco util,Salud,Correo,"Miercoles, Sabado, Viernes","Tarde, Noche",3 veces o mas,45 min,0-10,Alcaldia,Individual,Ninguna,No,Universidad,Si
891,2025-12-13,50-59,Prefiero no decirlo,Barranquilla,Primaria,No tiene,Tablet,No tiene,4,Incomodo,Todos los dias,"Correo, YouTube, Banca","No lo usa, Mapas","Miedo a danar celular, Ninguna",Perder dinero,No,Util,"Gobierno, Google Maps",Correo,Viernes,Tarde,Depende,30 min,0-10,Barrio,Individual,Ninguna,Si,Empresa privada,No
892,2025-12-02,40-49,Prefiero no decirlo,Galapa,Bachillerato,No tiene,Tablet,Datos moviles,3,Neutral,Todos los dias,"Banca, YouTube, Correo","Tramites, Videos","No entiende botones, No sabe descargar apps",No entender,Si,Muy util,"Salud, Gobierno, WhatsApp",Salud,"Sabado, Miercoles",Manana,3 veces o mas,1 hora,40+,Biblioteca,Grupo grande,Memoria,No,Familia,No
893,2025-12-06,70-79,Femenino,Soledad,Ninguno,Celular basico,Celular,No tiene,3,Incomodo,Nunca,"Google Maps, Correo, Banca","Llamadas, Tramites",No sabe descargar apps,Ninguno,Tal vez,No me interesa,"Banca, Correo",Correo,"Viernes, Martes, Jueves","Manana, Tarde",3 veces o mas,30 min,40+,Universidad,Grupo pequeno,Ninguna,Si,Fundacion,Si
894,2025-11-21,60-69,Femenino,Soledad,Bachillerato,Smartphone,Ninguno,Datos moviles,4,Muy comodo,Rara vez,"YouTube, Google Maps",Videos,"Ninguna, No sabe descargar apps",Ninguno,Tal vez,Util,Google Maps,WhatsApp,"Miercoles, Jueves, Lunes",Noche,Depende,30 min,0-10,Barrio,Grupo pequeno,Motricidad,No,Fundacion,No
895,2025-12-02,70-79,Femenino,Malambo,Ninguno,Smartphone,Tablet,Datos moviles,4,Neutral,Todos los dias,"Correo, Ninguna",No lo usa,No sabe descargar apps,Estafas,Si,Util,Redes sociales,WhatsApp,Sabado,"Noche, Tarde",3 veces o mas,1.5 horas,0-10,Barrio,Individual,Motricidad,Si,Empresa privada,Si
896,2025-12-08,50-59,Masculino,Soledad,Ninguno,Celular basico,Ninguno,WiFi,1,Incomodo,A veces,"Ninguna, WhatsApp",Mensajes,"No sabe descargar apps, Miedo a danar celular",Ninguno,Si,Muy util,Banca,Banca,"Miercoles, Jueves",Noche,1 vez,1 hora,0-10,Alcaldia,Individual,Ninguna,No,Familia,Si
897,2025-12-08,70-79,Prefiero no decirlo,Malambo,Primaria,Celular basico,Computador,WiFi,5,Muy incomodo,Rara vez,"Correo, Banca, Ninguna",Tramites,"No sabe descargar apps, No entiende botones",No entender,Si,Muy util,"Correo, Gobierno, Banca",Correo,Sabado,Noche,3 veces o mas,30 min,40+,Barrio,Indiferente,Vista,Si,Familia,Si
898,2025-12-08,50-59,Femenino,Soledad,Tecnico/Tecnologo,No tiene,Computador,WiFi,2,Muy incomodo,A veces,Ninguna,Mensajes,"No entiende botones, No sabe descargar apps",No entender,Tal vez,Poco util,"Google Maps, Redes sociales",Salud,"Viernes, Lunes","Tarde, Manana",1 vez,45 min,40+,Biblioteca,Individual,Audicion,Si,Fundacion,No
899,2025-11-14,40-49,Masculino,Malambo,Profesional,No tiene,Celular,WiFi,1,Muy incomodo,Todos los dias,Ninguna,Tramites,No entiende botones,Perder dinero,No,Util,"Salud, Banca, WhatsApp",Banca,"Miercoles, Viernes","Noche, Manana",1 vez,1.5 horas,11-20,Biblioteca,Individual,Motricidad,Solo si es gratis,Empresa privada,No
900,2025-11-27,80+,Prefiero no decirlo,Puerto Colombia,Primaria,Smartphone,Ninguno,No tiene,1,Muy comodo,Todos los dias,"WhatsApp, Google Maps, Banca",Videos,No entiende botones,Estafas,Si,Muy util,Compras,WhatsApp,"Lunes, Jueves, Miercoles",Noche,1 vez,1 hora,21-40,Alcaldia,Individual,Ninguna,Solo si es gratis,Alcaldia,No
901,2025-11-15,40-49,Masculino,Barranquilla,Ninguno,Smartphone,Computador,Datos moviles,5,Neutral,A veces,"Banca, Google Maps",Mapas,Ninguna,Dañar celular,No,Muy util,"Google Maps, Redes sociales",Salud,"Miercoles, Jueves","Noche, Manana",3 veces o mas,30 min,40+,Universidad,Grupo pequeno,Ninguna,No,Alcaldia,No
902,2025-12-10,80+,Prefiero no decirlo,Barranquilla,Tecnico/Tecnologo,No tiene,Computador,Datos moviles,4,Comodo,Rara vez,"YouTube, Banca","Mapas, No lo usa","Ninguna, No entiende botones",Ninguno,Tal vez,Util,Banca,Salud,"Jueves, Martes","Manana, Tarde",3 veces o mas,1.5 horas,21-40,Barrio,Grupo pequeno,Memoria,Si,Familia,No
903,2025-11-14,70-79,Femenino,Barranquilla,Profesional,Celular basico,Tablet,No tiene,5,Comodo,Todos los dias,YouTube,"Tramites, No lo usa",Olvida contrasenas,No entender,No,No me interesa,"WhatsApp, Gobierno",Salud,"Jueves, Martes","Noche, Tarde",3 veces o mas,30 min,11-20,Barrio,Grupo grande,Memoria,Si,Universidad,Si
904,2025-11-22,50-59,Masculino,Soledad,Tecnico/Tecnologo,Smartphone,Tablet,Datos moviles,2,Neutral,Todos los dias,WhatsApp,"No lo usa, Tramites","Ninguna, No sabe descargar apps",Estafas,Tal vez,Util,Redes sociales,WhatsApp,"Martes, Lunes","Noche, Manana",3 veces o mas,45 min,0-10,Biblioteca,Individual,Ninguna,No,Empresa privada,No
905,2025-12-14,60-69,Prefiero no decirlo,Puerto Colombia,Bachillerato,Celular basico,Tablet,WiFi,2,Incomodo,Nunca,Banca,Mensajes,"Olvida contrasenas, Miedo a danar celular",Estafas,Tal vez,Muy util,"WhatsApp, Compras",Correo,"Viernes, Martes","Noche, Manana",Depende,1.5 horas,11-20,Universidad,Individual,Audicion,Si,Alcaldia,No
906,2025-11-15,80+,Femenino,Soledad,Primaria,Smartphone,Ninguno,No tiene,5,Muy comodo,Nunca,"WhatsApp, Ninguna, Banca","Mensajes, Videos",No sabe descargar apps,Dañar celular,Tal vez,No me interesa,Redes sociales,Mapas,"Jueves, Sabado, Miercoles","Manana, Tarde",2 veces,1 hora,11-20,Biblioteca,Indiferente,Audicion,No,Empresa privada,No
907,2025-11-21,50-59,Femenino,Malambo,Bachillerato,Celular basico,Celular,WiFi,4,Muy comodo,Rara vez,"WhatsApp, Google Maps, Ninguna",Videos,"Olvida contrasenas, Miedo a danar celular",Ninguno,No,Util,"Gobierno, Banca, WhatsApp",Mapas,"Jueves, Sabado","Tarde, Noche",1 vez,45 min,40+,Universidad,Grupo grande,Ninguna,No,Alcaldia,Si
908,2025-12-13,70-79,Masculino,Soledad,Primaria,No tiene,Tablet,No tiene,4,Muy comodo,A veces,"YouTube, WhatsApp, Google Maps",Mapas,No entiende botones,Estafas,Tal vez,Poco util,"Banca, Google Maps, Compras",Banca,Sabado,Manana,Depende,30 min,21-40,Universidad,Grupo grande,Audicion,Solo si es gratis,Familia,No
909,2025-11-15,60-69,Masculino,Galapa,Tecnico/Tecnologo,Celular basico,Tablet,WiFi,1,Muy comodo,Todos los dias,WhatsApp,"Mensajes, No lo usa",Olvida contrasenas,Ninguno,Tal vez,Util,"Compras, Gobierno, Correo",Salud,Lunes,Manana,2 veces,1 hora,11-20,Universidad,Grupo grande,Ninguna,Solo si es gratis,Fundacion,No
910,2025-11-21,80+,Prefiero no decirlo,Malambo,Ninguno,No tiene,Ninguno,No tiene,1,Muy comodo,Nunca,"Banca, Correo",No lo usa,No entiende botones,Dañar celular,No,Util,"Correo, Banca",Salud,"Martes, Viernes",Tarde,3 veces o mas,30 min,11-20,Biblioteca,Individual,Audicion,Si,Universidad,Si
911,2025-11-17,80+,Masculino,Malambo,Ninguno,Smartphone,Ninguno,WiFi,3,Comodo,Rara vez,"WhatsApp, Google Maps, YouTube","Tramites, Mapas","No sabe descargar apps, Ninguna",No entender,Tal vez,Muy util,"WhatsApp, Banca",Salud,"Jueves, Miercoles","Manana, Noche",Depende,1.5 horas,11-20,Biblioteca,Grupo pequeno,Vista,Si,Familia,Si
912,2025-12-11,80+,Femenino,Puerto Colombia,Profesional,No tiene,Tablet,Datos moviles,5,Neutral,Todos los dias,Correo,"No lo usa, Mensajes",Miedo a danar celular,Estafas,Tal vez,Poco util,"Compras, Correo, Banca",Redes sociales,Jueves,"Noche, Tarde",1 vez,1 hora,21-40,Biblioteca,Individual,Audicion,Si,Empresa privada,No
913,2025-12-08,60-69,Prefiero no decirlo,Malambo,Ninguno,No tiene,Celular,WiFi,5,Neutral,Todos los dias,"WhatsApp, YouTube","Mensajes, Llamadas",No sabe descargar apps,Perder dinero,Tal vez,Muy util,"WhatsApp, Google Maps",Correo,"Sabado, Martes, Jueves","Noche, Manana",1 vez,1.5 horas,21-40,Universidad,Grupo grande,Ninguna,Solo si es gratis,Empresa privada,No
914,2025-12-09,40-49,Prefiero no decirlo,Soledad,Profesional,No tiene,Tablet,WiFi,2,Comodo,Rara vez,"Correo, Google Maps, Ninguna",Mapas,"No sabe descargar apps, Ninguna",Ninguno,Tal vez,No me interesa,"Redes sociales, Correo",Banca,"Viernes, Jueves",Manana,3 veces o mas,30 min,40+,Universidad,Individual,Ninguna,No,Universidad,Si
915,2025-11-14,80+,Prefiero no decirlo,Puerto Colombia,Tecnico/Tecnologo,Smartphone,Ninguno,Datos moviles,2,Incomodo,Rara vez,"Banca, WhatsApp, Correo","Llamadas, Videos",No entiende botones,Estafas,Si,Muy util,Banca,Mapas,"Viernes, Lunes","Tarde, Manana",2 veces,1.5 horas,21-40,Alcaldia,Grupo pequeno,Vista,No,Familia,Si
916,2025-12-12,40-49,Prefiero no decirlo,Puerto Colombia,Profesional,Smartphone,Ninguno,Datos moviles,4,Muy comodo,Nunca,"Ninguna, Banca",Videos,"Miedo a danar celular, No entiende botones",No entender,Tal vez,No me interesa,"Salud, Gobierno",Salud,Lunes,"Manana, Noche",2 veces,45 min,40+,Biblioteca,Indiferente,Motricidad,Si,Universidad,Si
917,2025-12-03,80+,Masculino,Puerto Colombia,Ninguno,Celular basico,Tablet,Datos moviles,3,Muy comodo,Todos los dias,Ninguna,"Videos, Mapas",Miedo a danar celular,No entender,Tal vez,Muy util,Banca,Redes sociales,"Miercoles, Viernes",Tarde,Depende,45 min,11-20,Alcaldia,Individual,Ninguna,No,Familia,No
918,2025-12-01,80+,Prefiero no decirlo,Puerto Colombia,Ninguno,Celular basico,Celular,WiFi,5,Neutral,Todos los dias,Google Maps,"Mapas, Tramites","Miedo a danar celular, Ninguna",No entender,Tal vez,Poco util,"WhatsApp, Banca",Salud,Martes,"Tarde, Noche",Depende,1 hora,40+,Universidad,Grupo grande,Ninguna,No,Fundacion,No
919,2025-11-25,60-69,Prefiero no decirlo,Malambo,Profesional,No tiene,Celular,Datos moviles,3,Incomodo,A veces,"Google Maps, Ninguna",No lo usa,Olvida contrasenas,Estafas,Tal vez,Util,"Gobierno, Banca",Correo,"Lunes, Viernes, Miercoles","Tarde, Manana",3 veces o mas,1 hora,0-10,Biblioteca,Indiferente,Motricidad,No,Familia,Si
920,2025-11-20,70-79,Prefiero no decirlo,Barranquilla,Tecnico/Tecnologo,Smartphone,Tablet,WiFi,5,Neutral,Todos los dias,"YouTube, Ninguna, WhatsApp",Mapas,"Olvida contrasenas, No entiende botones",Dañar celular,Si,No me interesa,Gobierno,Banca,Miercoles,Tarde,1 vez,1.5 horas,11-20,Biblioteca,Grupo grande,Vista,No,Alcaldia,Si
921,2025-11-19,50-59,Masculino,Malambo,Ninguno,Smartphone,Ninguno,No tiene,5,Comodo,Rara vez,Google Maps,"Mapas, Videos","Olvida contrasenas, No sabe descargar apps",No entender,No,Muy util,Salud,Banca,"Martes, Viernes","Tarde, Manana",3 veces o mas,45 min,0-10,Universidad,Individual,Vista,Si,Alcaldia,Si
922,2025-11-24,70-79,Masculino,Barranquilla,Profesional,No tiene,Celular,No tiene,5,Neutral,Nunca,"Google Maps, Banca","Tramites, Mapas","Ninguna, No sabe descargar apps",Perder dinero,No,Util,WhatsApp,Salud,Miercoles,"Manana, Tarde",Depende,1 hora,21-40,Alcaldia,Grupo pequeno,Motricidad,Si,Empresa privada,Si
923,2025-12-01,40-49,Femenino,Galapa,Primaria,No tiene,Ninguno,No tiene,4,Neutral,Todos los dias,"WhatsApp, Correo",No lo usa,Miedo a danar celular,Ninguno,Si,Util,"Compras, WhatsApp, Banca",Correo,Martes,Tarde,Depende,1 hora,21-40,Universidad,Individual,Audicion,Si,Fundacion,No
924,2025-11-15,80+,Masculino,Barranquilla,Tecnico/Tecnologo,No tiene,Celular,Datos moviles,5,Muy incomodo,Nunca,"Correo, Google Maps, WhatsApp",Mapas,"No entiende botones, No sabe descargar apps",Estafas,Tal vez,Util,"Correo, Salud, Gobierno",Redes sociales,"Viernes, Martes",Manana,3 veces o mas,1 hora,40+,Biblioteca,Indiferente,Motricidad,Solo si es gratis,Empresa privada,Si
925,2025-11-17,60-69,Masculino,Puerto Colombia,Bachillerato,Celular basico,Tablet,No tiene,1,Muy comodo,Nunca,WhatsApp,"Tramites, No lo usa",No sabe descargar apps,Dañar celular,Si,Muy util,"Gobierno, Redes sociales",Correo,"Sabado, Viernes","Tarde, Noche",1 vez,1 hora,11-20,Barrio,Grupo pequeno,Audicion,Solo si es gratis,Alcaldia,No
926,2025-11-24,60-69,Masculino,Barranquilla,Tecnico/Tecnologo,Smartphone,Ninguno,No tiene,5,Muy incomodo,Nunca,"Google Maps, YouTube, Banca",Mensajes,"No sabe descargar apps, Miedo a danar celular",Perder dinero,Si,Util,Redes sociales,Salud,"Miercoles, Lunes",Manana,Depende,30 min,21-40,Universidad,Individual,Audicion,Solo si es gratis,Fundacion,Si
927,2025-11-15,50-59,Femenino,Barranquilla,Bachillerato,No tiene,Computador,WiFi,1,Muy comodo,A veces,WhatsApp,"Mensajes, No lo usa",Ninguna,Perder dinero,No,Muy util,"Compras, Correo, Banca",WhatsApp,"Viernes, Lunes",Noche,2 veces,30 min,21-40,Universidad,Grupo grande,Memoria,Si,Familia,No
928,2025-11-30,70-79,Prefiero no decirlo,Galapa,Bachillerato,No tiene,Tablet,Datos moviles,3,Neutral,Rara vez,"WhatsApp, Google Maps, Ninguna",Mapas,Miedo a danar celular,Ninguno,Si,No me interesa,"Google Maps, Correo",Mapas,Viernes,"Manana, Tarde",3 veces o mas,1.5 horas,40+,Barrio,Grupo grande,Motricidad,Solo si es gratis,Alcaldia,Si
929,2025-12-13,80+,Femenino,Puerto Colombia,Profesional,No tiene,Computador,Datos moviles,3,Muy comodo,Todos los dias,"WhatsApp, Google Maps",No lo usa,"Ninguna, Olvida contrasenas",Ninguno,No,Muy util,"Redes sociales, Gobierno, WhatsApp",Correo,"Martes, Miercoles, Viernes","Noche, Tarde",1 vez,45 min,21-40,Barrio,Indiferente,Memoria,Solo si es gratis,Empresa privada,No
930,2025-11-19,60-69,Prefiero no decirlo,Soledad,Tecnico/Tecnologo,Celular basico,Celular,WiFi,5,Incomodo,Rara vez,"Correo, Google Maps","Mapas, No lo usa","No sabe descargar apps, Olvida contrasenas",Dañar celular,No,Util,"Correo, Redes sociales",WhatsApp,Martes,"Manana, Tarde",2 veces,1.5 horas,40+,Barrio,Individual,Memoria,Si,Empresa privada,No
931,2025-11-16,60-69,Prefiero no decirlo,Malambo,Ninguno,Celular basico,Ninguno,Datos moviles,3,Muy incomodo,Todos los dias,"YouTube, Ninguna","Mapas, No lo usa",Miedo a danar celular,Dañar celular,Tal vez,Util,"WhatsApp, Banca",Salud,"Jueves, Miercoles",Tarde,3 veces o mas,30 min,11-20,Biblioteca,Indiferente,Audicion,Solo si es gratis,Fundacion,No
932,2025-12-03,50-59,Femenino,Malambo,Tecnico/Tecnologo,Smartphone,Tablet,Datos moviles,1,Comodo,Nunca,Google Maps,"Videos, No lo usa",Olvida contrasenas,Dañar celular,Tal vez,Poco util,"Compras, Gobierno",Banca,Jueves,Manana,3 veces o mas,1.5 horas,40+,Alcaldia,Individual,Ninguna,Solo si es gratis,Empresa privada,Si
933,2025-12-05,80+,Femenino,Barranquilla,Ninguno,Celular basico,Celular,Datos moviles,2,Muy incomodo,Todos los dias,Google Maps,"No lo usa, Mapas","Miedo a danar celular, No entiende botones",Ninguno,Tal vez,Util,Compras,Correo,"Lunes, Viernes",Manana,Depende,30 min,21-40,Barrio,Individual,Vista,No,Empresa privada,Si
934,2025-11-25,40-49,Femenino,Barranquilla,Tecnico/Tecnologo,Smartphone,Tablet,WiFi,2,Comodo,A veces,WhatsApp,No lo usa,Miedo a danar celular,Ninguno,Tal vez,Util,"WhatsApp, Banca",WhatsApp,"Sabado, Martes, Jueves",Noche,1 vez,45 min,21-40,Universidad,Indiferente,Ninguna,Si,Fundacion,No
935,2025-12-01,70-79,Femenino,Malambo,Bachillerato,No tiene,Celular,No tiene,2,Neutral,Nunca,Google Maps,No lo usa,"No sabe descargar apps, Olvida contrasenas",No entender,Tal vez,Util,"Compras, Google Maps, Gobierno",WhatsApp,"Jueves, Viernes",Noche,2 veces,1.5 horas,40+,Alcaldia,Grupo pequeno,Memoria,Solo si es gratis,Empresa privada,Si
936,2025-11-23,80+,Masculino,Galapa,Tecnico/Tecnologo,Celular basico,Tablet,Datos moviles,4,Muy comodo,Todos los dias,"WhatsApp, Google Maps, Banca","Tramites, Mensajes","Miedo a danar celular, No entiende botones",Dañar celular,Tal vez,No me interesa,"Correo, Redes sociales",Banca,Viernes,"Manana, Noche",Depende,30 min,40+,Universidad,Indiferente,Memoria,No,Familia,Si
937,2025-11-14,40-49,Prefiero no decirlo,Puerto Colombia,Bachillerato,Smartphone,Tablet,WiFi,2,Neutral,Todos los dias,"Correo, YouTube, Banca",Mensajes,"Miedo a danar celular, Ninguna",No entender,No,Poco util,Compras,Redes sociales,"Lunes, Martes, Jueves","Tarde, Noche",Depende,45 min,0-10,Universidad,Grupo grande,Motricidad,Solo si es gratis,Fundacion,No
938,2025-11-23,70-79,Prefiero no decirlo,Galapa,Tecnico/Tecnologo,Celular basico,Ninguno,No tiene,1,Muy incomodo,A veces,"WhatsApp, YouTube","No lo usa, Mapas","Olvida contrasenas, Ninguna",Ninguno,Tal vez,Util,"Salud, Banca",Salud,Miercoles,"Manana, Tarde",Depende,1 hora,11-20,Universidad,Grupo grande,Audicion,Si,Alcaldia,No
939,2025-12-10,40-49,Prefiero no decirlo,Puerto Colombia,Profesional,Celular basico,Computador,Datos moviles,1,Neutral,Rara vez,YouTube,"Llamadas, Tramites",Ninguna,Ninguno,Tal vez,Muy util,"Compras, Google Maps",Redes sociales,Martes,Tarde,3 veces o mas,30 min,0-10,Universidad,Grupo pequeno,Audicion,Si,Familia,No
940,2025-11-16,70-79,Masculino,Soledad,Bachillerato,Celular basico,Celular,Datos moviles,2,Incomodo,Rara vez,"WhatsApp, Ninguna, Correo",No lo usa,No sabe descargar apps,Estafas,Si,Poco util,Google Maps,Correo,Viernes,"Tarde, Noche",3 veces o mas,1.5 horas,21-40,Barrio,Grupo grande,Audicion,No,Alcaldia,Si
941,2025-12-03,80+,Prefiero no decirlo,Galapa,Primaria,Smartphone,Computador,WiFi,3,Muy comodo,Rara vez,Google Maps,No lo usa,"No sabe descargar apps, Olvida contrasenas",Estafas,Si,Muy util,"Banca, WhatsApp",Correo,Martes,Tarde,Depende,1 hora,21-40,Biblioteca,Indiferente,Vista,No,Fundacion,Si
942,2025-11-14,50-59,Femenino,Malambo,Bachillerato,Smartphone,Tablet,Datos moviles,3,Incomodo,Nunca,Correo,"Mapas, Videos","No entiende botones, Miedo a danar celular",Perder dinero,Si,No me interesa,Compras,Mapas,"Viernes, Lunes","Manana, Tarde",Depende,1 hora,21-40,Universidad,Grupo pequeno,Memoria,No,Universidad,Si
943,2025-11-23,50-59,Masculino,Galapa,Primaria,Smartphone,Ninguno,No tiene,3,Muy incomodo,Nunca,Google Maps,"Tramites, Mapas",No sabe descargar apps,Ninguno,Si,Poco util,"Banca, Compras",WhatsApp,Lunes,Tarde,Depende,45 min,11-20,Biblioteca,Grupo grande,Audicion,Solo si es gratis,Universidad,Si
944,2025-12-14,60-69,Masculino,Puerto Colombia,Tecnico/Tecnologo,No tiene,Computador,WiFi,4,Neutral,Todos los dias,Correo,"Mensajes, No lo usa",Ninguna,Perder dinero,Si,Util,"Google Maps, Salud",Redes sociales,"Jueves, Viernes","Noche, Tarde",1 vez,30 min,11-20,Barrio,Grupo grande,Vista,Solo si es gratis,Alcaldia,No
945,2025-11-22,60-69,Prefiero no decirlo,Puerto Colombia,Primaria,Celular basico,Celular,WiFi,5,Incomodo,Rara vez,"Correo, Google Maps",Mensajes,"Miedo a danar celular, Ninguna",Estafas,Tal vez,No me interesa,"Redes sociales, Gobierno, Google Maps",Banca,"Sabado, Lunes",Noche,3 veces o mas,30 min,40+,Universidad,Grupo pequeno,Memoria,No,Alcaldia,Si
946,2025-12-11,70-79,Femenino,Malambo,Profesional,Smartphone,Celular,WiFi,3,Muy comodo,Rara vez,"Ninguna, YouTube, Banca","Llamadas, Mapas","No sabe descargar apps, No entiende botones",No entender,Tal vez,No me interesa,"WhatsApp, Google Maps",Correo,Jueves,Noche,2 veces,30 min,0-10,Barrio,Grupo grande,Motricidad,Solo si es gratis,Alcaldia,No
947,2025-11-25,80+,Femenino,Soledad,Primaria,Celular basico,Tablet,Datos moviles,3,Comodo,Nunca,"Banca, Google Maps, Ninguna",Mapas,"Olvida contrasenas, Ninguna",Perder dinero,No,Poco util,"Salud, Compras, Google Maps",Salud,Sabado,"Tarde, Noche",1 vez,1 hora,40+,Biblioteca,Individual,Memoria,Solo si es gratis,Empresa privada,No
